mode,max_memory_mb,query_id,query,iteration,time_millis,memory_usage_bytes,disk_usage_bytes,total_entries,disk_evictions
Liquid,512,16,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",0,10363,536795583,1548754880,109869,0
Liquid,512,16,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",1,10299,536795583,1548754880,109869,0
Liquid,512,16,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",2,10295,536795583,1548754880,109869,0
Liquid,512,17,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",0,10271,536795583,1548754880,109869,0
Liquid,512,17,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",1,10295,536795583,1548754880,109869,0
Liquid,512,17,"SELECT ""UserID"", ""SearchPhrase"", COUNT(*) FROM hits GROUP BY ""UserID"", ""SearchPh",2,10292,536795583,1548754880,109869,0
Liquid,512,18,"SELECT ""UserID"", extract(minute FROM to_timestamp_seconds(""EventTime"")) AS m, ""S",0,40546,536747377,1968852392,122087,0
Liquid,512,18,"SELECT ""UserID"", extract(minute FROM to_timestamp_seconds(""EventTime"")) AS m, ""S",1,10187,536747377,1968852392,122087,0
Liquid,512,18,"SELECT ""UserID"", extract(minute FROM to_timestamp_seconds(""EventTime"")) AS m, ""S",2,10018,536747377,1968852392,122087,0
Liquid,512,19,"SELECT ""UserID"" FROM hits WHERE ""UserID"" = 435090932899640449",0,4596,536747377,1968852392,122087,0
Liquid,512,19,"SELECT ""UserID"" FROM hits WHERE ""UserID"" = 435090932899640449",1,5157,536747377,1968852392,122087,0
Liquid,512,19,"SELECT ""UserID"" FROM hits WHERE ""UserID"" = 435090932899640449",2,5158,536747377,1968852392,122087,0
Liquid,512,20,"SELECT COUNT(*) FROM hits WHERE ""URL"" LIKE '%google%'",0,67148,535419083,6050291584,134305,0
Liquid,512,20,"SELECT COUNT(*) FROM hits WHERE ""URL"" LIKE '%google%'",1,27884,535419083,6050291584,134305,0
Liquid,512,20,"SELECT COUNT(*) FROM hits WHERE ""URL"" LIKE '%google%'",2,28814,535419083,6050291584,134305,0
Liquid,512,21,"SELECT ""SearchPhrase"", MIN(""URL""), COUNT(*) AS c FROM hits WHERE ""URL"" LIKE '%go",0,35531,535419083,6050291584,134305,0
Liquid,512,21,"SELECT ""SearchPhrase"", MIN(""URL""), COUNT(*) AS c FROM hits WHERE ""URL"" LIKE '%go",1,35533,535419083,6050291584,134305,0
Liquid,512,21,"SELECT ""SearchPhrase"", MIN(""URL""), COUNT(*) AS c FROM hits WHERE ""URL"" LIKE '%go",2,35562,535419083,6050291584,134305,0
Liquid,512,22,"SELECT ""SearchPhrase"", MIN(""URL""), MIN(""Title""), COUNT(*) AS c, COUNT(DISTINCT """,0,48058,535996766,8265044784,146447,0
Liquid,512,22,"SELECT ""SearchPhrase"", MIN(""URL""), MIN(""Title""), COUNT(*) AS c, COUNT(DISTINCT """,1,42976,535996766,8265044784,146447,0
Liquid,512,22,"SELECT ""SearchPhrase"", MIN(""URL""), MIN(""Title""), COUNT(*) AS c, COUNT(DISTINCT """,2,43904,535996766,8265044784,146447,0
Liquid,512,23,"SELECT * FROM hits WHERE ""URL"" LIKE '%google%' ORDER BY to_timestamp_seconds(""Ev",0,37015,536579031,8450114920,158909,0
Liquid,512,23,"SELECT * FROM hits WHERE ""URL"" LIKE '%google%' ORDER BY to_timestamp_seconds(""Ev",1,31872,536780503,8489751368,161327,0
Liquid,512,23,"SELECT * FROM hits WHERE ""URL"" LIKE '%google%' ORDER BY to_timestamp_seconds(""Ev",2,32727,536579923,8520490648,163001,0
Liquid,512,24,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",0,6441,536579923,8520490648,163001,0
Liquid,512,24,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",1,6693,536579923,8520490648,163001,0
Liquid,512,24,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",2,7121,536579923,8520490648,163001,0
Liquid,512,25,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY ""SearchPhras",0,8019,536579923,8520490648,163001,0
Liquid,512,25,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY ""SearchPhras",1,8937,536579923,8520490648,163001,0
Liquid,512,25,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY ""SearchPhras",2,8943,536579923,8520490648,163001,0
Liquid,512,26,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",0,10895,536579923,8520490648,163001,0
Liquid,512,26,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",1,10863,536579923,8520490648,163001,0
Liquid,512,26,"SELECT ""SearchPhrase"" FROM hits WHERE ""SearchPhrase"" <> '' ORDER BY to_timestamp",2,10846,536579923,8520490648,163001,0
Liquid,512,27,"SELECT ""CounterID"", AVG(length(""URL"")) AS l, COUNT(*) AS c FROM hits WHERE ""URL""",0,52389,536785350,8542210768,175041,0
Liquid,512,27,"SELECT ""CounterID"", AVG(length(""URL"")) AS l, COUNT(*) AS c FROM hits WHERE ""URL""",1,51057,536785350,8542210768,175041,0
Liquid,512,27,"SELECT ""CounterID"", AVG(length(""URL"")) AS l, COUNT(*) AS c FROM hits WHERE ""URL""",2,51098,536785350,8542210768,175041,0
Liquid,512,28,"SELECT REGEXP_REPLACE(""Referer"", '^https?://(?:www\\.)?([^/]+)/.*$', '\\1') AS k",0,41716,536598979,11174053664,187081,0
Liquid,512,28,"SELECT REGEXP_REPLACE(""Referer"", '^https?://(?:www\\.)?([^/]+)/.*$', '\\1') AS k",1,20582,536598979,11174053664,187081,0
Liquid,512,28,"SELECT REGEXP_REPLACE(""Referer"", '^https?://(?:www\\.)?([^/]+)/.*$', '\\1') AS k",2,20884,536598979,11174053664,187081,0
Liquid,512,29,"SELECT SUM(""ResolutionWidth""), SUM(""ResolutionWidth"" + 1), SUM(""ResolutionWidth""",0,3105,536598979,11174053664,187081,0
Liquid,512,29,"SELECT SUM(""ResolutionWidth""), SUM(""ResolutionWidth"" + 1), SUM(""ResolutionWidth""",1,4037,536598979,11174053664,187081,0
Liquid,512,29,"SELECT SUM(""ResolutionWidth""), SUM(""ResolutionWidth"" + 1), SUM(""ResolutionWidth""",2,4038,536598979,11174053664,187081,0
Liquid,512,30,"SELECT ""SearchEngineID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""Resol",0,31719,536839180,11576607216,211009,0
Liquid,512,30,"SELECT ""SearchEngineID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""Resol",1,16770,536839180,11576607216,211009,0
Liquid,512,30,"SELECT ""SearchEngineID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""Resol",2,17398,536839180,11576607216,211009,0
Liquid,512,31,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",0,25044,536860202,12331312408,222973,0
Liquid,512,31,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",1,17684,536860202,12331312408,222973,0
Liquid,512,31,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",2,17965,536860202,12331312408,222973,0
Liquid,512,32,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",0,14356,536839518,12338745184,223201,0
Liquid,512,32,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",1,14229,536839518,12338745184,223201,0
Liquid,512,32,"SELECT ""WatchID"", ""ClientIP"", COUNT(*) AS c, SUM(""IsRefresh""), AVG(""ResolutionWi",2,14288,536839518,12338745184,223201,0
Liquid,512,33,"SELECT ""URL"", COUNT(*) AS c FROM hits GROUP BY ""URL"" ORDER BY c DESC LIMIT 10",0,28096,536839518,12338745184,223201,0
Liquid,512,33,"SELECT ""URL"", COUNT(*) AS c FROM hits GROUP BY ""URL"" ORDER BY c DESC LIMIT 10",1,28861,536839518,12338745184,223201,0
Liquid,512,33,"SELECT ""URL"", COUNT(*) AS c FROM hits GROUP BY ""URL"" ORDER BY c DESC LIMIT 10",2,28961,536839518,12338745184,223201,0
Liquid,512,34,"SELECT 1, ""URL"", COUNT(*) AS c FROM hits GROUP BY 1, ""URL"" ORDER BY c DESC LIMIT",0,28884,536839518,12338745184,223201,0
Liquid,512,34,"SELECT 1, ""URL"", COUNT(*) AS c FROM hits GROUP BY 1, ""URL"" ORDER BY c DESC LIMIT",1,28886,536839518,12338745184,223201,0
Liquid,512,34,"SELECT 1, ""URL"", COUNT(*) AS c FROM hits GROUP BY 1, ""URL"" ORDER BY c DESC LIMIT",2,28891,536839518,12338745184,223201,0
Liquid,512,35,"SELECT ""ClientIP"", ""ClientIP"" - 1, ""ClientIP"" - 2, ""ClientIP"" - 3, COUNT(*) AS c",0,3373,536839518,12338745184,223201,0
Liquid,512,35,"SELECT ""ClientIP"", ""ClientIP"" - 1, ""ClientIP"" - 2, ""ClientIP"" - 3, COUNT(*) AS c",1,3565,536839518,12338745184,223201,0
Liquid,512,35,"SELECT ""ClientIP"", ""ClientIP"" - 1, ""ClientIP"" - 2, ""ClientIP"" - 3, COUNT(*) AS c",2,3917,536839518,12338745184,223201,0
Liquid,512,36,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",0,674,536760224,12338999296,223293,0
Liquid,512,36,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",1,584,536760224,12338999296,223293,0
Liquid,512,36,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",2,581,536760224,12338999296,223293,0
Liquid,512,37,"SELECT ""Title"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""Even",0,371,536760224,12338999296,223293,0
Liquid,512,37,"SELECT ""Title"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""Even",1,367,536760224,12338999296,223293,0
Liquid,512,37,"SELECT ""Title"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""Even",2,375,536760224,12338999296,223293,0
Liquid,512,38,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",0,418,536868432,12339126352,223477,0
Liquid,512,38,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",1,341,536868432,12339126352,223477,0
Liquid,512,38,"SELECT ""URL"", COUNT(*) AS PageViews FROM hits WHERE ""CounterID"" = 62 AND ""EventD",2,339,536868432,12339126352,223477,0
Liquid,512,39,"SELECT ""TraficSourceID"", ""SearchEngineID"", ""AdvEngineID"", CASE WHEN (""SearchEngi",0,1000,536749220,12339476800,223569,0
Liquid,512,39,"SELECT ""TraficSourceID"", ""SearchEngineID"", ""AdvEngineID"", CASE WHEN (""SearchEngi",1,820,536749220,12339476800,223569,0
Liquid,512,39,"SELECT ""TraficSourceID"", ""SearchEngineID"", ""AdvEngineID"", CASE WHEN (""SearchEngi",2,807,536749220,12339476800,223569,0
Liquid,512,40,"SELECT ""URLHash"", ""EventDate""::INT::DATE, COUNT(*) AS PageViews FROM hits WHERE ",0,1347,536681396,12352880688,223753,0
Liquid,512,40,"SELECT ""URLHash"", ""EventDate""::INT::DATE, COUNT(*) AS PageViews FROM hits WHERE ",1,359,536681396,12352880688,223753,0
Liquid,512,40,"SELECT ""URLHash"", ""EventDate""::INT::DATE, COUNT(*) AS PageViews FROM hits WHERE ",2,358,536681396,12352880688,223753,0
Liquid,512,41,"SELECT ""WindowClientWidth"", ""WindowClientHeight"", COUNT(*) AS PageViews FROM hit",0,466,536763884,12357126744,223937,0
Liquid,512,41,"SELECT ""WindowClientWidth"", ""WindowClientHeight"", COUNT(*) AS PageViews FROM hit",1,314,536763884,12357126744,223937,0
Liquid,512,41,"SELECT ""WindowClientWidth"", ""WindowClientHeight"", COUNT(*) AS PageViews FROM hit",2,316,536763884,12357126744,223937,0
Liquid,512,42,"SELECT DATE_TRUNC('minute', to_timestamp_seconds(""EventTime"")) AS M, COUNT(*) AS",0,319,536763884,12357126744,223937,0
Liquid,512,42,"SELECT DATE_TRUNC('minute', to_timestamp_seconds(""EventTime"")) AS M, COUNT(*) AS",1,316,536763884,12357126744,223937,0
Liquid,512,42,"SELECT DATE_TRUNC('minute', to_timestamp_seconds(""EventTime"")) AS M, COUNT(*) AS",2,320,536763884,12357126744,223937,0
